工程名称,建设单位,施工单位,备案编号,备案部门,备案日期
1#住宅楼等30项（房山区阎村镇04-0084地块项目）（6#住宅楼、7#住宅楼、8#住宅楼、13#住宅楼、14#住宅楼、15#住宅楼、17#住宅楼、18#住宅楼、19号住宅楼、24#住宅楼、25#住宅楼、26#住宅楼、27#住宅楼、28#住宅楼、1#车库、3#车库）,北京天恒乐活城置业有限公司,北京国际建设集团有限公司,0829房竣2015(建)0092号,房山区住房城乡建设委,2015/11/2
大兴区生物医药基地东配套区4号地项目（B2非配套商业楼、B3非配套商业楼、B5非配套商业楼）,北京鑫苑万众置业有限公司,中铁建设集团有限公司,0828大竣2015(建)0092号,大兴区住房城乡建设委,2015/11/2
A2住宅及公共服务设施楼等7项（大兴区生物医药基地东配套区4号地项目）,北京鑫苑万众置业有限公司,中铁建设集团有限公司,0827大竣2015(建)0091号,大兴区住房城乡建设委,2015/11/2
A1住宅及公共服务设施楼等11项（大兴区生物医药基地东配套区4号地项目）（A1住宅及公共服务设施楼、A3住宅楼、A5住宅楼、B1办公、公共服务设施及非配套商业楼、门卫、2#地下车库、C1邮政设施楼、D1停车场管理用房楼）,北京鑫苑万众置业有限公司,中铁建设集团有限公司,0826大竣2015(建)0090号,大兴区住房城乡建设委,2015/11/2
4号住宅楼等8项（北京市大兴区生物医药基地东配套区12号地北侧、15号地二类居住、其他类多功能、机动车停车场库、托幼用地项目）,北京保利首开兴泰置业有限公司,北京住总第三开发建设有限公司,0825大竣2015(建)0089号,大兴区住房城乡建设委,2015/11/2
1号住宅楼等4项（北京市大兴区生物医药基地东配套区12号地北侧、15号地二类居住、其他类多功能、机动车停车场库、托幼用地项目）,北京保利首开兴泰置业有限公司,江苏江都建设集团有限公司-广州富利建筑安装工程有限公司,0824大竣2015(建)0088号,大兴区住房城乡建设委,2015/11/2
万方研发服务中心M段孵化大楼等2项,北京市长城伟业投资开发总公司.,中国核工业中原建设有限公司,0823怀竣2015(建)0026号,怀柔区住房城乡建设委,2015/11/2
运河核心区市政配套工程通燕高速辅路（新华南北路-东关大道）改造工程,北京新奥通城房地产开发有限公司,中铁建设集团有限公司,0044市竣2015(市政)0019号,市住房城乡建设委,2015/11/2
西门子北京中心德餐西餐厅装修项目,西门子（中国）有限公司,北京中建华腾装饰工程有限公司,0180朝竣2015(装)0169号,朝阳区住房城乡建设委,2015/11/2
人民卫生出版社弘善家园415号商业楼房装修工程,人民卫生出版社,北京建工集团有限责任公司,0179朝竣2015(装)0168号,朝阳区住房城乡建设委,2015/11/2
密云云北小区二期经济适用房项目B-1#住宅楼、B-2#住宅楼、B-3#住宅楼（密云云北小区二期经济适用房项目）,北京市密云县房地产开发总公司,北京城建六建设集团有限公司,0822密竣2015(建)0023号,密云县住房城乡建设委,2015/11/2
北京仁泰门诊部内部装饰工程,北京仁泰门诊部有限公司,建峰建设集团股份有限公司,0178朝竣2015(装)0167号,朝阳区住房城乡建设委,2015/11/2
9#科研楼等10项（北京朝来高科技产业园项目）,北京市朝阳来广营农工商实业总公司,北京市朝阳田华建筑集团公司,0821朝竣2015(建)0166号,朝阳区住房城乡建设委,2015/11/2
X88-1#住宅楼等5项（河西区X88R1地块二类居住（配建公共租赁住房）项目） （北京方兴亦城）,北京方兴亦城置业有限公司,中国建筑第二工程局有限公司,0820经竣2015(建)0057号,经济技术开发区建设局,2015/10/30
怀柔区职业学校改扩建A栋教学楼等2项,北京市怀柔区教育委员会,北京金桥建筑集团有限公司,0819怀竣2015(建)0025号,怀柔区住房城乡建设委,2015/10/30
村民住宅楼,延庆县延庆镇自由街村民委员会,北京玉森建筑有限公司,0818延竣2015(建)0020号,延庆县住房城乡建设委,2015/10/30
1#总部办公楼等10项,北京富兴金地置业有限公司,江苏南通三建集团有限公司,0817经竣2015(建)0056号,经济技术开发区建设局,2015/10/30
全国妇联机关办公楼维修改扩建工程,中华全国妇女联合会,中国新兴建设开发总公司,0816东竣2015(建)0051号,东城区住房城市建设委,2015/10/30
37号住宅楼等35项(住宅）,北京柏基置业有限公司   北京市朝阳王四营农工商总公司,中国中铁航空港建设集团有限公司,0815朝竣2015(建)0165号,朝阳区住房城乡建设委,2015/10/30
1#住宅楼及居住公共服务设施等10项（首座御园三期项目）,北京市民政局住宅合作社,北京川岩建设工程有限责任公司,0814大竣2015(建)0087号,大兴区住房城乡建设委,2015/10/30
9#住宅楼等6项（首座御园三期项目）,北京市民政局住宅合作社,北京川岩建设工程有限责任公司,0813大竣2015(建)0086号,大兴区住房城乡建设委,2015/10/30
3#住宅楼及居住公共服务设施等9项（首座御园三期项目）,北京市民政局住宅合作社,北京川岩建设工程有限责任公司,0812大竣2015(建)0085号,大兴区住房城乡建设委,2015/10/30
生产车间（工业企业孵化器园区项目）,北京裕星辰医药科技有限公司,北京竣铭诚建设工程有限公司,0811大竣2015(建)0084号,大兴区住房城乡建设委,2015/10/30
4#厂房（海淀区永丰产业基地I-9地块）,北京北科永丰科技发展有限公司,北京建工集团有限责任公司,0810海竣2015(建)0084号,海淀区住房城乡建设委,2015/10/30
玉泉新村一期A地块综合楼,北京青远房地产开发有限公司 ,北京八达岭金宸建筑有限公司,0809海竣2015(建)0083号,海淀区住房城乡建设委,2015/10/30
西城区旧城保护定向安置房二期C1818-720号地块S3#锅炉房（西城区旧城保护定向安置房二期C1818-720#地块锅炉房）,北京华融金晖置业有限公司,北京城建安装集团有限公司,0808昌竣2015(建)0060号,昌平区住房城乡建设委,2015/10/30
职工集体宿舍楼（光伏产业化基地建设项目生产基地建设项目）,北京飞行博达电子有限公司,北京天源建筑工程有限责任公司,0807平竣2015(建)0034号,平谷区住房城乡建设委,2015/10/29
5#住宅楼（限价商品住房）等9项、6#办公楼等6项（小汤山镇B-04、B-05、B-07地块公建混合住宅用地（配建限价商品住房）项目）,绿地集团北京京腾置业有限公司,南通建工集团股份有限公司,0806昌竣2015(建)0059号,昌平区住房城乡建设委,2015/10/29
(北京大旺食品有限公司)生产车间,北京大旺食品有限公司,北京金通远建筑工程公司,0805平竣2015(建)0033号,平谷区住房城乡建设委,2015/10/28
库房等3项及工业厂房、库房及附属配套项目综合站房,北京汽车动力总成有限公司,中建交通建设集团有限公司,0804通竣2015(建)0093号,通州区住房城乡建设委,2015/10/28
变态反应原制品厂房、库房、实验车间及附属设施配套项目1#实验车间等四项,新华联控股有限公司,湖南新华联建设工程有限公司,0803通竣2015(建)0092号,通州区住房城乡建设委,2015/10/28
张仪村2号路、3号路道路、雨污水及上水工程,北京市绿化隔离地区基础设施开发建设有限公司,北京城建远东建设投资集团有限公司,0043丰竣2015(市政)0077号,丰台区住房城乡建设委,2015/10/28
绿隔产业用房1#研发楼等25项（海淀区奥北产业基地项目）,北京奥北兴华科贸中心有限公司,华北铁建建设有限公司,0802海竣2015(建)0082号,海淀区住房城乡建设委,2015/10/28
（1#楼、2#楼）门头沟区永定镇居住项目,北京住总骏洋置业有限公司,北京住总第六开发建设有限公司,0801门竣2015(建)0026号,门头沟区住房城乡建设委,2015/10/27
库房及附属用房（库房及附属用房）(二次招标),北京市怀柔区副食品公司,北京福天利宏建筑工程有限公司,0800怀竣2015(建)0024号,怀柔区住房城乡建设委,2015/10/26
教学楼等4项（北京四中长阳校区工程项目）,北京市房山区长阳镇人民政府,中兴建设有限公司,0799房竣2015(建)0091号,房山区住房城乡建设委,2015/10/26
C-1配套商业,北京融创恒基地产有限公司,江苏南通二建集团有限公司,0798海竣2015(建)0081号,海淀区住房城乡建设委,2015/10/26
1#住宅楼等5项（北京房山区良乡高教园区09-03-09F1住宅混合公建项目）,北京房开韩建置业有限公司,北京韩建集团有限公司,0797房竣2015(建)0090号,房山区住房城乡建设委,2015/10/26
1#住宅楼等5项（北京房山区良乡高教园区09-03-09F1住宅混合公建项目）,北京房开韩建置业有限公司,北京韩建集团有限公司,0796房竣2015(建)0089号,房山区住房城乡建设委,2015/10/26
3#楼等3项（房山区良乡镇17-01-03、17-01-04地块C2商业金融用地项目）,北京旭科置业有限公司,中兴建设有限公司,0795房竣2015(建)0088号,房山区住房城乡建设委,2015/10/23
北京市东城区2012年老旧小区抗震节能综合改造工程（南片五标段）,北京市东城区房屋土地经营管理二中心,北京大龙建设集团有限公司,0177东竣2015(装)0050号,东城区住房城市建设委,2015/10/23
医疗楼等5项（开发区河西区X83C1地块社区卫生服务中心）,北京经济技术投资开发总公司,北京博大经开建设有限公司,0794经竣2015(建)0055号,经济技术开发区建设局,2015/10/23
1#厂房等3项（面制食品生产加工二期项目）——2#、3#库房,北京市桃李食品有限公司,中航天建设工程有限公司,0793顺竣2015(建)0084号,顺义区住房城乡建设委,2015/10/23
康庄经济适用房项目1#经济适用房等8项,北京市大兴城镇建设综合开发集团有限公司,北京万兴建筑集团有限公司,0792大竣2015(建)0083号,大兴区住房城乡建设委,2015/10/23
阜外办公楼十层装修改造工程,国家开发银行股份有限公司,北京中建华腾装饰工程有限公司,0176西竣2015(装)0031号,西城区住房城市建设委,2015/10/23
人艺之友剧场（曹禺剧场）改造工程,北京人民艺术剧院,北京住总装饰有限责任公司,0175东竣2015(装)0049号,东城区住房城市建设委,2015/10/22
1#住宅楼等10项（中直永泰庄甲19号职工住宅）（1#住宅楼，1#汽车库入口，DT-1#楼梯间，1#、4#人防出入口（合用））,中共中央直属机关事务管理局,北辰正方建设集团有限公司,0791海竣2015(建)0080号,海淀区住房城乡建设委,2015/10/22
1#住宅楼等10项（中直永泰庄甲19号职工住宅）（2#住宅楼，3#住宅楼，4#地下车库，2#人防出入口，3#人防出入口，5#、6#人防出入口（合用））,中共中央直属机关事务管理局,北辰正方建设集团有限公司,0790海竣2015(建)0079号,海淀区住房城乡建设委,2015/10/22
甲9#住宅楼等5项（薛大人庄拆迁改造项目甲9#楼等7项工程）,北京天竺万科房地产开发有限公司,北京市天房建筑工程公司,0789顺竣2015(建)0083号,顺义区住房城乡建设委,2015/10/21
北京市门头沟区潭柘山庄翻改建项目,北京精图科工贸集团,北京燕山华龙建筑工程有限公司,0788门竣2015(建)0025号,门头沟区住房城乡建设委,2015/10/21
19#住宅楼等11项(金宝花园北区项目)(21#、22#、23#、24#、25#、26#住宅楼及公厕、开闭所、天然气调压站）,北京金宝房地产开发有限公司,北京城建十六建筑工程有限责任公司,0787顺竣2015(建)0082号,顺义区住房城乡建设委,2015/10/20
24#住宅楼等9项（首座御园二期工程）,北京市民政局住宅合作社,邯郸市邯三建筑工程有限公司,0786大竣2015(建)0082号,大兴区住房城乡建设委,2015/10/20
住宅（3号楼）等4项（5号楼）,北京泰乐房地产开发有限公司,江苏南通六建建设集团有限公司,0785西竣2015(建)0030号,西城区住房城市建设委,2015/10/20
住宅（3号楼）等4项（3、4、6号楼）,北京泰乐房地产开发有限公司,江苏南通六建建设集团有限公司,0784西竣2015(建)0029号,西城区住房城市建设委,2015/10/20
车间办公楼,北京百诚恒信装饰工程有限责任公司,江苏天目建设集团有限公司,0783大竣2015(建)0081号,大兴区住房城乡建设委,2015/10/20
1#住宅楼等12项（大兴黄村镇四街、五街、六街村定向安置房项目）5、6、7号住宅楼、9#居住公共服务设施配套房、2号汽车库,北京京创投资有限公司,北京城建集团有限责任公司,0782大竣2015(建)0080号,大兴区住房城乡建设委,2015/10/20
1#办公楼等3项、2号商业楼、4#办公楼等5项（通州区商务园D1-5、D1-6、D1-7地块项目）,北京紫石房地产开发有限公司,南通永峰建筑安装工程有限公司,0781通竣2015(建)0091号,通州区住房城乡建设委,2015/10/19
9#办公楼等5项、11#办公楼的5项（通州区商务园D1-5、D1-6、D1-7地块项目）,北京紫石房地产开发有限公司,南通永峰建筑安装工程有限公司,0780通竣2015(建)0090号,通州区住房城乡建设委,2015/10/19
西上园小区(东区)二期1#、2#、3#住宅楼等3项,北京通州房地产开发有限责任公司,北京华翔建筑工程有限公司,0779通竣2015(建)0089号,通州区住房城乡建设委,2015/10/19
19#住宅楼等11项(金宝花园北区项目)(19#、20#住宅楼）,北京金宝房地产开发有限公司,北京安泰佳信建设工程有限责任公司,0778顺竣2015(建)0081号,顺义区住房城乡建设委,2015/10/19
四号厂房（钣金生产加工基地）（皓海嘉业）,北京皓海嘉业机械科技有限公司,河北建工集团有限责任公司,0777经竣2015(建)0054号,经济技术开发区建设局,2015/10/16
通州区梨园镇其他多功能用地与居住用地（玻璃钢制品厂三期）项目13#幼儿园,北京金隅嘉业房地产开发有限公司,河北康城建设集团有限公司,0776通竣2015(建)0088号,通州区住房城乡建设委,2015/10/16
通州区梨园镇其他多功能用地与居住用地（玻璃钢制品厂三期）项目1#住宅楼等9项-2#配套公建楼、12#办公商业楼等2项,北京金隅嘉业房地产开发有限公司,河北康城建设集团有限公司,0775通竣2015(建)0087号,通州区住房城乡建设委,2015/10/16
"通州区梨园镇其他多功能用地与居住用地（玻璃钢制品厂三期）项目1#住宅楼等9项4#、11#住宅楼,1#、2#人防出入口，1#、2#地下车库",北京金隅嘉业房地产开发有限公司,河北康城建设集团有限公司,0774通竣2015(建)0086号,通州区住房城乡建设委,2015/10/16
通州区梨园镇其他多功能用地与居住用地（玻璃钢制品厂三期）项目5#住宅楼等6项,北京金隅嘉业房地产开发有限公司,河北康城建设集团有限公司,0773通竣2015(建)0085号,通州区住房城乡建设委,2015/10/16
新建车间及办公用房(工业厂房及附属设施项目),北京正力科技有限公司,北京隆盛翔建筑工程有限公司,0772通竣2015(建)0084号,通州区住房城乡建设委,2015/10/16
工业用房（综合库房工程）,北京印钞有限公司,北京首钢建设集团有限公司,0771西竣2015(建)0028号,西城区住房城市建设委,2015/10/15
综合教学楼项目,中国共产党北京市委员会党校,北京城建一建设发展有限公司,0770西竣2015(建)0027号,西城区住房城市建设委,2015/10/15
监舍楼（延庆监狱精神病犯康复监区）,北京市延庆监狱,北京诚通新新建设有限公司,0769延竣2015(建)0019号,延庆县住房城乡建设委,2015/10/15
延庆县中小学校舍安全工程平房翻建（一）,延庆县教育委员会,北京八达岭金宸建筑有限公司,0768延竣2015(建)0018号,延庆县住房城乡建设委,2015/10/15
1#研发楼（综合楼）等5项（惯性技术研发中心项目、惯性导航与测控产品产业化项目）（星网卫通）,北京星网卫通科技开发有限公司,河北建设集团有限公司,0767经竣2015(建)0053号,经济技术开发区建设局,2015/10/14
1-A化、中药楼等21项（悦康医药科工贸产业基地项目）（除5#生产厂房）,北京悦康创展科技有限公司,安徽中天建设（集团）有限公司,0766经竣2015(建)0052号,经济技术开发区建设局,2015/10/14
辛庄路（朝阳路~常营南路）道路及雨水管线工程,北京宝嘉恒基础设施投资有限公司,北京城建建设工程有限公司,0042朝竣2015(市政)0164号,朝阳区住房城乡建设委,2015/10/14
 望京东园一区120号楼装修,同昌盛业新荟城壹（北京）商业管理有限公司,深圳市极尚建筑装饰设计工程有限公司,0174朝竣2015(装)0163号,朝阳区住房城乡建设委,2015/10/14
北京华电密云20兆瓦光伏发电项目综合办公楼,北京密云华电太阳能科技发展有限公司,北京华厦恒建设集团有限公司,0765密竣2015(建)0022号,密云县住房城乡建设委,2015/10/14
8#医疗配套服务楼等5项（中关村国际生命医疗园A-5地块项目）,北京万顺达房地产开发有限公司,北京城乡建设集团有限责任公司,0764昌竣2015(建)0058号,昌平区住房城乡建设委,2015/10/13
1#楼（生物技术研发中心）,北京中关村生命科学园发展有限责任公司,北京城建七建设工程有限公司,0763昌竣2015(建)0057号,昌平区住房城乡建设委,2015/10/13
东城区鼓楼东大街298号1幢-3至1层101装修工程,北京皇城艺术馆,北京丽贝亚建筑装饰工程有限公司,0173东竣2015(装)0048号,东城区住房城市建设委,2015/10/13
北方工业大学学生十一公寓,北方工业大学,"中集建设集团有限公司,中集建设集团有限公司",0762石竣2015(建)0015号,石景山区住房城乡建设委,2015/10/12
1#住宅楼（自住型商品房）等14项（大兴区采育镇DX10-0001-6006地块项目）(6#、7#、8#住宅楼（自住型商品房）、9#居住公共服务设施、10#商业服务、13#变电室、地下车库),北京当代摩码置业有限公司,北京市第三建筑工程有限公司,0761大竣2015(建)0079号,大兴区住房城乡建设委,2015/10/10
1#客房楼等41项（昌平区兴寿镇桃源旅游设施项目）工程,北京民福桃源置业有限公司,北京华越建筑工程有限公司,0760昌竣2015(建)0056号,昌平区住房城乡建设委,2015/10/10
北京地汇华商置业有限公司研发楼装修项目,北京地汇华商置业有限公司,深圳市城建环艺装饰设计工程有限公司,0172朝竣2015(装)0162号,朝阳区住房城乡建设委,2015/10/9
方正宽带网络服务有限公司安贞办公楼内装修工程,方正宽带网络服务有限公司,北京广佳建筑装饰股份有限公司,0171朝竣2015(装)0161号,朝阳区住房城乡建设委,2015/10/9
朝阳区太阳宫写字楼内部精装修工程,北京安中亿巨投资咨询有限公司,中铁建设集团有限公司,0170朝竣2015(装)0160号,朝阳区住房城乡建设委,2015/10/9
B4#住宅楼（回迁房）等11项（顺义新城第12街区西马坡政策性住房项目）,北京首开中晟置业有限责任公司,北京天恒建设工程有限公司,0759顺竣2015(建)0080号,顺义区住房城乡建设委,2015/10/2
B1#住宅楼（回迁房）等8项（顺义新城第12街区西马坡政策性住房项目）,北京首开中晟置业有限责任公司,北京国泰建设集团有限公司,0758顺竣2015(建)0079号,顺义区住房城乡建设委,2015/10/2
A4#住宅楼（回迁房）等9项（顺义新城第12街区西马坡政策性住房项目）,北京首开中晟置业有限责任公司,中城建第五工程局有限公司,0757顺竣2015(建)0078号,顺义区住房城乡建设委,2015/10/2
A1#住宅楼（回迁房）等7项（顺义新城第12街区西马坡政策性住房项目）,北京首开中晟置业有限责任公司,北京城乡建设集团有限责任公司,0756顺竣2015(建)0077号,顺义区住房城乡建设委,2015/10/2
1#住宅楼等4项(青春路六号院保障性住房项目),北京建工四建房地产开发有限公司,北京建工四建工程建设有限公司,0755怀竣2015(建)0023号,怀柔区住房城乡建设委,2015/9/30
B1#住宅楼等22项（丰台区王佐镇佃起村居住项目）（B1#住宅楼——B11#住宅楼和B21-1#地下车库共12项）,北京科技园置地有限公司,中国建筑一局(集团)有限公司,0754丰竣2015(建)0076号,丰台区住房城乡建设委,2015/9/30
B1#住宅楼等22项（丰台区王佐镇佃起村居住项目）（B12#住宅楼——B20#住宅楼和B21-2#地下车库共10项）,北京科技园置地有限公司,北京建工一建工程建设有限公司,0753丰竣2015(建)0075号,丰台区住房城乡建设委,2015/9/30
E9＃楼等6项,北京新领域房地产开发有限公司,北京市永兴世纪建筑有限公司,0752昌竣2015(建)0055号,昌平区住房城乡建设委,2015/9/30
新干线家园E10#住宅楼等6项,北京新领域房地产开发有限公司,北京市永兴世纪建筑有限公司,0751昌竣2015(建)0054号,昌平区住房城乡建设委,2015/9/30
紫云家园03-5-07地块2#住宅楼等31项（房山区长阳镇（长阳镇起步区5号地）居住、商业项目）（03-5-07地块6#至9#楼、11#至13#楼、PT1、PT2、PT3、地下车库、出入口）,北京中粮万科房地产开发有限公司,江苏省华建建设股份有限公司,0750房竣2015(建)0087号,房山区住房城乡建设委,2015/9/30
"紫云家园03-5-07地块2#住宅楼等31项（房山区长阳镇（长阳镇起步区5号地）居住
商业项目（03-5-07地块2#至5#住宅楼）",北京中粮万科房地产开发有限公司,江苏省华建建设股份有限公司,0749房竣2015(建)0086号,房山区住房城乡建设委,2015/9/30
10#酒店及商务办公楼（海淀区东升乡居住、商业（配建公共租赁住房））,北京世博宏业房地产开发有限公司,广州富利建筑安装工程有限公司,0748海竣2015(建)0078号,海淀区住房城乡建设委,2015/9/30
紫云家园03-5-07地块2#住宅楼等31项（房山区长阳镇（长阳镇起步区5号地）居住、商业项目）（03-5-07地块6#至9#楼、11#至13#楼、PT1、PT2、PT3、地下车库、出入口）,北京中粮万科房地产开发有限公司,江苏省华建建设股份有限公司,0747房竣2015(建)0085号,房山区住房城乡建设委,2015/9/30
紫云家园03-5-07地块1#住宅楼等2项（房山区长阳镇（长阳镇起步区5号地）居住、商业项目）,北京中粮万科房地产开发有限公司,江苏省华建建设股份有限公司,0746房竣2015(建)0084号,房山区住房城乡建设委,2015/9/30
1#住宅楼等14项（大兴区瀛海镇西区C2组团C07-5地块二类居住用地（限价商品房）项目）,北京正华永旭房地产开发有限公司,北京住总正华开发建设集团有限公司,0745大竣2015(建)0078号,大兴区住房城乡建设委,2015/9/30
北京市门头沟区永定镇（MC20-034-MC20-036、MC20-041地块）限价商品住房工程,北京正华永升房地产开发有限公司,北京住总正华开发建设集团有限公司,0744门竣2015(建)0024号,门头沟区住房城乡建设委,2015/9/30
S12商业楼等9项、地下室（顺义区后沙峪吉祥庄C-06地块商业金融、居住项目）,中粮地产投资（北京）有限公司,中建三局建设工程股份有限公司,0743顺竣2015(建)0076号,顺义区住房城乡建设委,2015/9/29
S14商业办公楼（顺义区后沙峪吉祥庄C-06地块商业金融、居住项目）,中粮地产投资（北京）有限公司,中建三局建设工程股份有限公司,0742顺竣2015(建)0075号,顺义区住房城乡建设委,2015/9/29
1#办公用房等11项（顺义区第20街区20-28、20-37地块项目）,绿地集团北京京坤置业有限公司,中国建筑一局(集团)有限公司,0741顺竣2015(建)0074号,顺义区住房城乡建设委,2015/9/29
苹果园交通枢纽J地块商业金融项目,中铁建设集团北京佳景晟房地产有限公司,中铁建设集团有限公司,0740石竣2015(建)0014号,石景山区住房城乡建设委,2015/9/29
1#住宅楼（自住型商品房）等14项（大兴区采育镇DX10-0001-6006地块项目）(1#、2#、3#、4#、5#住宅楼（自住型商品房）、11#、12#变电室),北京当代摩码置业有限公司,北京建工集团有限责任公司,0739大竣2015(建)0077号,大兴区住房城乡建设委,2015/9/29
潞河名苑新城南街住宅小区8#住宅楼等3项（其中的8#住宅楼）,富力（北京）地产开发有限公司,江苏中南建筑产业集团有限责任公司,0738通竣2015(建)0083号,通州区住房城乡建设委,2015/9/28
空调机房（厂房空调系统节能改造项目）   （安迅）,安迅（北京）金融设备系统有限公司,中航天建设工程有限公司,0737经竣2015(建)0051号,经济技术开发区建设局,2015/9/28
阀门加工车间等2项（航天煤气化装备产业化基地二期项目）,航天长征化学工程股份有限公司,中建城市建设发展有限公司,0736经竣2015(建)0050号,经济技术开发区建设局,2015/9/28
科信盛彩印刷车间等9项（印刷车间、成品库、原料库）及室外工程,北京科信盛彩置业有限公司,中国新兴建设开发总公司,0735经竣2015(建)0049号,经济技术开发区建设局,2015/9/28
1#住宅楼等4项（怀柔区迎宾路西侧HR-0002-54地块R2二类居住用地项目）,北京万通正远置业有限公司,北京日月明建筑工程有限公司,0734怀竣2015(建)0022号,怀柔区住房城乡建设委,2015/9/28
永丰嘉园1组团1-01#住宅楼等5项,北京德成兴业房地产开发有限公司,北京城建集团有限责任公司,0733海竣2015(建)0077号,海淀区住房城乡建设委,2015/9/28
永丰嘉园1组团1-14#住宅楼等4项,北京德成兴业房地产开发有限公司,北京城建集团有限责任公司,0732海竣2015(建)0076号,海淀区住房城乡建设委,2015/9/28
科研实验楼主楼等3项,中国航空综合技术研究所,中国建筑一局（集团）有限公司,0731怀竣2015(建)0021号,怀柔区住房城乡建设委,2015/9/28
北京市胜利通工贸有限公司企业办公用房（北京市胜利通工贸有限公司企业办公用房）,北京市胜利通工贸有限公司,北京台湖建筑有限公司,0730通竣2015(建)0082号,通州区住房城乡建设委,2015/9/25
101号住宅楼等10项（门头沟区龙泉镇高家园地区土地储备项目（2号地块）定向安置房建设项目）（一标段）,中国电建地产集团有限公司,北京京西建设集团有限责任公司,0729门竣2015(建)0023号,门头沟区住房城乡建设委,2015/9/25
201号住宅楼等8项（门头沟区龙泉镇高家园地区土地储备项目（2号地块）定向安置房建设项目）（二标段）,中国电建地产集团有限公司,北京京西建设集团有限责任公司,0728门竣2015(建)0022号,门头沟区住房城乡建设委,2015/9/25
612-1#回迁住宅楼等10项（丰台区南苑乡石榴庄村回迁安置房（二期）项目,北京金瑞通房地产开发有限公司,北京城建北方建设有限责任公司,0727丰竣2015(建)0074号,丰台区住房城乡建设委,2015/9/25
611-1#回迁住宅楼等9项（丰台区南苑乡石榴庄村回迁安置房（二期）项目）,北京金瑞通房地产开发有限公司,北京城建亚泰建设集团有限公司,0726丰竣2015(建)0073号,丰台区住房城乡建设委,2015/9/25
1#回迁住宅楼等10项（丰台区南苑乡石榴庄村回迁安置房项目）,北京金瑞通房地产开发有限公司,北京城建亚泰建设集团有限公司,0725丰竣2015(建)0072号,丰台区住房城乡建设委,2015/9/25
3#住宅楼（马坊腾飞园小区住宅楼项目）,北京龙腾投资开发有限责任公司,北京思创蓝石建设有限公司,0724平竣2015(建)0032号,平谷区住房城乡建设委,2015/9/25
工业厂房及配套设施项目试验车间（一）等2项(工业厂房及配套设施项目）,北京汽车动力总成有限公司,中建一局集团建设发展有限公司,0723通竣2015(建)0081号,通州区住房城乡建设委,2015/9/24
3#住宅楼等9项（地铁大兴线枣园路站居住及多功能（一期、三期）项目),北京中建兴华房地产开发有限公司,江苏南通三建集团有限公司,0722大竣2015(建)0076号,大兴区住房城乡建设委,2015/9/24
重庆长安汽车股份有限公司北京长安汽车公司乘用车建设项目（三标段）,重庆长安汽车股份有限公司北京长安汽车公司,北京市第三建筑工程有限公司,0721房竣2015(建)0083号,房山区住房城乡建设委,2015/9/24
重庆长安汽车股份有限公司北京长安汽车公司乘用车建设项目（二标段）,重庆长安汽车股份有限公司北京长安汽车公司,北京市第三建筑工程有限公司,0720房竣2015(建)0082号,房山区住房城乡建设委,2015/9/24
重庆长安汽车股份有限公司北京长安汽车公司乘用车建设项目（一标段）,重庆长安汽车股份有限公司北京长安汽车公司,北京市第三建筑工程有限公司,0719房竣2015(建)0081号,房山区住房城乡建设委,2015/9/24
北京理工大学良乡校区1号宿舍楼,北京理工大学,中建三局建设工程股份有限公司,0718房竣2015(建)0080号,房山区住房城乡建设委,2015/9/24
3#生产车间等5项（扩建生产车间）,北京御生堂投资集团有限公司,湖北天石建设集团有限公司,0717房竣2015(建)0079号,房山区住房城乡建设委,2015/9/24
数学与生命和信息科学前沿交叉研究平台,中国科学院数学与系统科学研究院,北京六建集团有限责任公司,0716海竣2015(建)0075号,海淀区住房城乡建设委,2015/9/24
东方汇理银行（中国）有限公司北京分行室内装修工程,东方汇理银行（中国）有限公司北京分行,北京思意特装饰装潢有限公司,0169朝竣2015(装)0159号,朝阳区住房城乡建设委,2015/9/24
财富金融中心大厦42层01、02、03号单元装修工程,上海红歆财富投资管理有限公司,北京亚瑞建筑工程设计有限公司,0168朝竣2015(装)0158号,朝阳区住房城乡建设委,2015/9/24
8#农民回迁住宅楼(丰台区大瓦窑农民回迁房二期项目）,北京绿洲园房地产开发有限责任公司,北京市东阳建筑工程公司,0715丰竣2015(建)0071号,丰台区住房城乡建设委,2015/9/23
大红门新村住宅小区一期工程C区等11项、D1#幼儿园项目,北京翰达金晟置业有限公司,北京老京华建筑公司,0714丰竣2015(建)0070号,丰台区住房城乡建设委,2015/9/23
大红门新村住宅小区一期工程B区等7项,北京翰达金晟置业有限公司,北京老京华建筑公司,0713丰竣2015(建)0069号,丰台区住房城乡建设委,2015/9/23
办公楼等3项（中国质量大厦改扩建）,中国质量协会,中建二局第三建筑工程有限公司,0712海竣2015(建)0074号,海淀区住房城乡建设委,2015/9/23
S-7#住宅楼等7项（北京金隅嘉业房地产开发有限公司昌平新城东沙河西岸居住项目）,北京金隅嘉业房地产开发有限公司,河南三建建设集团有限公司,0711昌竣2015(建)0053号,昌平区住房城乡建设委,2015/9/22
波音（中国）投资有限公司北京办公室装修工程,波音（中国）投资有限公司,北京麦思德装饰工程有限公司,0167朝竣2015(装)0157号,朝阳区住房城乡建设委,2015/9/21
东方银座四层装修改造工程,东方银座广场有限公司,中康建设管理股份有限公司,0166东竣2015(装)0047号,东城区住房城市建设委,2015/9/21
