工程名称,建设单位,施工单位,备案编号,备案部门,备案日期
B-3地块6#住宅楼(经济适用房),北京世纪景房地产开发有限公司,恒万实业有限公司,0523丰竣2015(建)0049号,丰台区住房城乡建设委,2015/7/13
玉泉慧谷二期项目1#产业用房等9项（玉泉慧谷二期项目）,北京市海淀区玉泉工业公司,河南红旗渠建设集团有限公司,0522海竣2015(建)0057号,海淀区住房城乡建设委,2015/7/10
教学用房等2项（延庆县第二中学教学楼改扩建工程项目）,延庆县第二中学,北京八达岭金宸建筑有限公司,0521延竣2015(建)0016号,延庆县住房城乡建设委,2015/7/10
1#住宅楼等6项（大兴旧宫3号地C-11、C-14地块公建混合住宅、二类居住用地项目,北京金第万科房地产开发有限公司,北京住总第三开发建设有限公司,0520大竣2015(建)0058号,大兴区住房城乡建设委,2015/7/9
综合实验楼,北京石油化工学院,中建一局集团第二建筑有限公司,0519大竣2015(建)0057号,大兴区住房城乡建设委,2015/7/9
医疗综合楼等11项及体检办公楼内装修,北京市密云县医院,北京城建集团有限责任公司,0518密竣2015(建)0012号,密云县住房城乡建设委,2015/7/9
万柳地区居住用地项目（1#、2#、6#、7#、 11#住宅楼；19#居住公共服务设施）,北京赫华恒瑞房地产开发有限公司,中十冶集团有限公司,0517海竣2015(建)0056号,海淀区住房城乡建设委,2015/7/9
1号住宅楼等5项、5号住宅楼等4项（海淀区玉渊府住宅项目增补工程）,中赫置地投资控股有限公司,北京城建二建设工程有限公司,0516海竣2015(建)0055号,海淀区住房城乡建设委,2015/7/9
科技孵化中心（北京海聚工程产业化基地科技孵化中心及综合服务中心项目）,北京良乡经济开发区实业总公司,北京城建一建设发展有限公司,0515房竣2015(建)0044号,房山区住房城乡建设委,2015/7/9
实验车间（中卓时代消防装备技术改造项目）,北京中卓时代消防装备科技有限公司,北京市顺义建筑工程公司,0514顺竣2015(建)0061号,顺义区住房城乡建设委,2015/7/7
5#厂房（数字智能化车间及检测站项目）,北京中卓时代消防装备科技有限公司,北京市顺义建筑工程公司,0513顺竣2015(建)0060号,顺义区住房城乡建设委,2015/7/7
北京口腔医院王府井部门诊楼工程,首都医科大学附属北京口腔医院,北京杉浩建设开发集团有限公司,0512东竣2015(建)0040号,东城区住房城市建设委,2015/7/7
门头沟永定镇居住及F1住宅混合公建中低价位、中小套型普通商品房项目二期（MC20-037地块1-2）,中铁房地产集团北京顺捷金海置业有限公司,中铁十四局集团有限公司,0511门竣2015(建)0016号,门头沟区住房城乡建设委,2015/7/6
035-01-3#住宅楼等7项(门头沟区门头沟新城MC10-033、MC10-035-1、MC10-035-2、MC10-036、MC10-055、MC10-056地块二类居住、商业金融、托幼及社会停车场库用地项目),北京金水房地产开发有限公司,中天建设集团有限公司,0510门竣2015(建)0015号,门头沟区住房城乡建设委,2015/7/6
035-01-1#住宅楼等4项（门头沟区门头沟新城MC10-033、MC10-035-1、MC10-035-2、MC10-036、MC10-055、MC10-056地块二类居住、商业金融、托幼及社会停车场库用地项目）,北京金水房地产开发有限公司,中天建设集团有限公司,0509门竣2015(建)0014号,门头沟区住房城乡建设委,2015/7/6
地下车库及人防出入口（门头沟区门头沟新城MC10-037、MC10-038、MC10-040、MC10-041、MC10-060、MC10-065地块二类居住、住宅混合公建及托幼用地（配建“公共租赁住房”）项目）,北京金水房地产开发有限公司,中国水利水电第二工程局有限公司,0508门竣2015(建)0013号,门头沟区住房城乡建设委,2015/7/6
门头沟区门头沟新城MC10-037、MC10-038、MC10-040、MC10-041、MC10-060、MC10-065地块二类居住、住宅混合公建及托幼用地（配建“公共租赁住房”）项目038-2#住宅楼等18项,北京金水房地产开发有限公司,中国水利水电第二工程局有限公司,0507门竣2015(建)0012号,门头沟区住房城乡建设委,2015/7/6
西苑饭店19-23层客房改造工程,北京市西苑饭店,中国中铁航空港建设集团有限公司,0126海竣2015(装)0054号,海淀区住房城乡建设委,2015/7/6
幼儿园﹑小学,北京天成基业房地产开发有限公司,北京建工一建工程建设有限公司,0506丰竣2015(建)0048号,丰台区住房城乡建设委,2015/7/6
站前街3#楼（顺义区站前街商业金融项目）,北京顺鑫佳宇房地产开发有限公司,北京顺鑫天宇建设工程有限公司,0505顺竣2015(建)0059号,顺义区住房城乡建设委,2015/7/6
自动立体库二等2项,北京九州通医药有限公司,中国四海控股有限公司,0504大竣2015(建)0056号,大兴区住房城乡建设委,2015/7/3
1号高中部教学楼及实验楼等8项（昌平区回龙观西城区旧城保护定向安置房配套48班中学建设工程）,北京市西城区教育委员会,中建二局第三建筑工程有限公司,0503昌竣2015(建)0044号,昌平区住房城乡建设委,2015/7/3
市卫生监督所购置办公业务用房及装修改造工程,北京市卫生监督所,北京城建远东建设投资集团有限公司,0125西竣2015(装)0019号,西城区住房城市建设委,2015/7/3
1#综合生产厂房一期等6项,北京博旺天成科技发展有限公司,南通苏中建设有限公司,0502通竣2015(建)0052号,通州区住房城乡建设委,2015/7/2
工信部电子工业标准化研究院安定门院区改造工程,工业和信息化部电子工业标准化研究院,北京中关村开发建设股份有限公司,0124东竣2015(装)0039号,东城区住房城市建设委,2015/7/2
西城区旧城保护定向安置房二期C1818-720号地块1号楼等9项、幼儿园,北京华融金晖置业有限公司,北京城乡建设集团有限责任公司,0501昌竣2015(建)0043号,昌平区住房城乡建设委,2015/7/2
顺义新城马坡组团8号地东区201#住宅楼等三项、顺义新城马坡组团8号地东区205#住宅楼等三项、顺义新城马坡组团8号地东区208#住宅楼等三项、顺义新城马坡组团8号地东区301#住宅楼等两项、顺义新城马坡组团8号地东区303#住宅楼等两项、顺义新城马坡组团8号地东区2#地下车库,北京合景房地产开发有限公司,中国建筑第八工程局有限公司,0500顺竣2015(建)0058号,顺义区住房城乡建设委,2015/7/1
B1#制作加工用房等8项（北京天竺综合保税区北京国际文化贸易企业集聚中心建设工程项目）,北京歌华美创空港置业有限公司,中国新兴建设开发总公司,0499顺竣2015(建)0057号,顺义区住房城乡建设委,2015/7/1
3#住宅楼及配套等17项,北京八家嘉苑房地产开发有限公司,北京昊海建设有限公司,0498海竣2015(建)0053号,海淀区住房城乡建设委,2015/7/1
1#回迁楼等2项(丰台区花乡六圈新村回迁房(富锦嘉园三期)),北京绿福缘房地产开发有限公司,北京万兴建筑集团有限公司,0497丰竣2015(建)0047号,丰台区住房城乡建设委,2015/7/1
1#住宅楼等11项,北京八家嘉苑房地产开发有限公司,北京建工一建工程建设有限公司,0496海竣2015(建)0052号,海淀区住房城乡建设委,2015/7/1
15#住宅楼等13项,北京八家嘉苑房地产开发有限公司,华北建设集团有限公司,0495海竣2015(建)0051号,海淀区住房城乡建设委,2015/7/1
一车间等6项（医药及生物工程自动化控制系统产业化和研发中心建设项目）,北京诚益通科技有限公司,中建一局集团第二建筑有限公司,0494大竣2015(建)0055号,大兴区住房城乡建设委,2015/7/1
汽车维修检测厂房（汽车维修检测厂房项目）,北京车谷汽车销售有限公司,北京城建远东建设投资集团有限公司,0493大竣2015(建)0054号,大兴区住房城乡建设委,2015/7/1
汽车维修检测厂房（汽车维修检测厂房）,北京大通远鑫汽车修理有限公司,北京城建远东建设投资集团有限公司,0492大竣2015(建)0053号,大兴区住房城乡建设委,2015/7/1
辊压机厂房（北京水泥厂有限责任公司3号磨机节能改造项目）,北京水泥厂有限责任公司,北京昌建建筑工程公司,0491昌竣2015(建)0042号,昌平区住房城乡建设委,2015/7/1
海淀区东升乡居住、商业项目1#住宅楼等4项（海淀区东升乡居住、商业（配建公共租赁住房））,北京世博宏业房地产开发有限公司,广州富利建筑安装工程有限公司,0490海竣2015(建)0050号,海淀区住房城乡建设委,2015/6/30
华为北京环保园L02地块核心网研发中心研发产品交流中心A座等3项（华为北京环保园L02地块核心网研发中心）,华为投资控股有限公司,北京城建集团有限责任公司,0489海竣2015(建)0049号,海淀区住房城乡建设委,2015/6/30
华为北京环保园L02地块核心网研发中心“研发产品样品中心附楼”等2项（华为北京环保园L02地块核心网研发中心）,华为投资控股有限公司,北京城建集团有限责任公司,0488海竣2015(建)0048号,海淀区住房城乡建设委,2015/6/30
华为环保园L02地块核心网研发中心“研发产品样品中心”,华为投资控股有限公司,北京城建集团有限责任公司,0487海竣2015(建)0047号,海淀区住房城乡建设委,2015/6/30
综合楼（食堂、礼堂、办公科研）,北京语言大学,中国建筑第八工程局有限公司,0486海竣2015(建)0046号,海淀区住房城乡建设委,2015/6/30
新建物流仓库（四期）（农产品物流配送中心（四期）建设项目）,北京顺鑫农业股份有限公司,北京顺鑫天宇建设工程有限公司,0485顺竣2015(建)0056号,顺义区住房城乡建设委,2015/6/30
农产品物流配送中心项目新建物流仓库,北京顺鑫农业股份有限公司 ,北京顺鑫天宇建设工程有限公司呢,0484顺竣2015(建)0055号,顺义区住房城乡建设委,2015/6/30
1#办公用房等11项（顺义区第20街区20-28、20-37地块项目）,绿地集团北京京坤置业有限公司,中国建筑一局(集团)有限公司,0483顺竣2015(建)0054号,顺义区住房城乡建设委,2015/6/30
25#商业办公楼等4项（北京市大兴区生物医药基地东配套区12、13、14号地居住、商业金融用地项目）,北京保利兴房地产开发有限公司,南通中厦建筑工程总承包有限公司-广州富利建筑安装工程有限公司,0482大竣2015(建)0052号,大兴区住房城乡建设委,2015/6/30
通州区芙蓉花园项目A8#住宅楼等5项（通州区芙蓉花园项目A9#住宅楼、通州区芙蓉花园项目2#人防室外出入口）,北京天旭运河房地产开发有限责任公司,南通建工集团股份有限公司,0481通竣2015(建)0051号,通州区住房城乡建设委,2015/6/29
通州区芙蓉花园项目A8#住宅楼等5项、通州区芙蓉花园项目A区地下车库Ⅲ段（通州区芙蓉花园项目A8#住宅楼、通州区芙蓉花园项目A区地下车库Ⅲ段）,北京天旭运河房地产开发有限责任公司,中兴建设有限公司,0480通竣2015(建)0050号,通州区住房城乡建设委,2015/6/29
车间等3项,北京环能化工产品开发有限公司,北京燕雄建筑工程有限公司,0479通竣2015(建)0049号,通州区住房城乡建设委,2015/6/29
中国科学院电工研究所18号楼装修工程,中国科学院电工研究所,北京市第二建筑工程有限责任公司,0478海竣2015(建)0045号,海淀区住房城乡建设委,2015/6/29
C南区3#住宅楼等5项,北京东隆房地产开发有限公司,远洋国际建设有限公司,0477朝竣2015(建)0110号,朝阳区住房城乡建设委,2015/6/29
C南区1#住宅楼等3项,北京东隆房地产开发有限公司,远洋国际建设有限公司,0476朝竣2015(建)0109号,朝阳区住房城乡建设委,2015/6/29
靓景明居四期住宅及配套项目4#住宅、商业、办公楼等5项（靓景明居四期住宅及配套项目）-(靓景明居四期住宅及配套项目4#住宅、商业、办公楼),北京津华通达房地产开发有限公司,湖北红旗建设集团有限公司,0475通竣2015(建)0048号,通州区住房城乡建设委,2015/6/29
靓景明居四期住宅及配套项目4#住宅、商业、办公楼等5项（靓景明居四期住宅及配套项目）-(靓景明居四期住宅及配套项目11#、15#、22#住宅、商业楼、地下室及附属用房),北京津华通达房地产开发有限公司,中新金成兴(北京)建筑工程有限公司,0474通竣2015(建)0047号,通州区住房城乡建设委,2015/6/29
